x,y
0.0,5.993428306022466
0.10101010101010101,4.925491599677833
0.20202020202020202,6.699417480241789
0.30303030303030304,8.652120318876657
0.40404040404040403,5.339774058634136
0.5050505050505051,5.541827096202649
0.6060606060606061,9.370546843135994
0.7070707070707071,7.949010872447232
0.8080808080808081,5.677212844291712
0.9090909090909091,7.903301905353747
1.0101010101010102,6.093366634577096
1.1111111111111112,6.2907627150817085
1.2121212121212122,7.908166967374492
1.3131313131313131,3.7997021369470305
1.4141414141414141,4.378447163256763
1.5151515151515151,6.9057279718210856
1.6161616161616161,6.206660991654385
1.7171717171717171,9.062838099533982
1.8181818181818181,6.820315485321214
1.9191919191919191,6.013776435713254
2.0202020202020203,11.97170157824715
2.121212121212121,8.79087164145117
2.2222222222222223,9.579500853820292
2.323232323232323,6.7969682740377335
2.4242424242424243,8.759719399434482
2.525252525252525,10.272350229924783
2.6262626262626263,7.9505380976806475
2.727272727272727,11.205941491236796
2.8282828282828283,9.455288276728048
2.929292929292929,10.275198358999305
3.0303030303030303,9.857192836147266
3.131313131313131,14.967182631644139
3.2323232323232323,11.437652015170595
3.3333333333333335,9.551244808754868
3.4343434343434343,13.513776692893247
3.5353535353535355,9.629019770765026
3.6363636363636362,12.690454462736785
3.7373737373737375,8.555407226987922
3.8383838383838382,10.020395578970815
3.9393939393939394,13.272510350526126
4.040404040404041,14.557741240798903
4.141414141414141,13.625564845208222
4.242424242424242,13.253551920072004
4.343434343434343,13.08466129569011
4.444444444444445,10.931844908154034
4.545454545454545,12.651220674119672
4.646464646464646,13.371651751009717
4.747474747474747,16.609193947387325
4.848484848484849,15.384206276106621
4.94949494949495,11.37290958826443
5.05050505050505,15.749178039799691
5.151515151515151,14.53286574219767
5.252525252525253,14.151206504438587
5.353535353535354,16.930423284752443
5.454545454545454,17.97108995408281
5.555555555555555,17.97367134934351
5.656565656565657,14.634696266686039
5.757575757575758,15.896726763449086
5.858585858585858,17.379698579978843
5.959595959595959,18.870282173436635
6.0606060606060606,16.16286364552154
6.161616161616162,16.951914369904692
6.262626262626262,15.31258257724047
6.363636363636363,15.334859479111385
6.4646464646464645,19.554344574081323
6.565656565656566,20.84379318845478
6.666666666666667,18.189313090172668
6.767676767676767,20.542419331137584
6.8686868686868685,19.460645787469005
6.96969696969697,17.64915443018369
7.070707070707071,19.864205352430968
7.171717171717171,22.41950747636628
7.2727272727272725,19.473802467234645
7.373737373737374,22.87676205910276
7.474747474747475,14.710004741315458
7.575757575757575,21.795320160265597
7.6767676767676765,20.527629490011694
7.777777777777778,19.957540854623822
7.878787878787879,20.94109731064676
7.979797979797979,16.984458130394174
8.080808080808081,20.72227238594114
8.181818181818182,22.077861506659858
8.282828282828282,24.521444655139597
8.383838383838384,20.731136331129473
8.484848484848484,20.352709763910592
8.585858585858587,21.1682030845481
8.686868686868687,24.204541609141522
8.787878787878787,23.233259795076943
8.88888888888889,21.718257370243702
8.98989898989899,24.00633284602469
9.09090909090909,23.37597328051426
9.191919191919192,25.321128364904162
9.292929292929292,22.18175239810388
9.393939393939394,23.13255449468325
9.494949494949495,23.205682683634674
9.595959595959595,21.264889295654953
9.696969696969697,24.986179948068546
9.797979797979798,25.118070140319375
9.8989898989899,24.80820671126472
10.0,24.530825733249706
